filename,PSNR,SSIM,DeltaE00
01_outdoor_hazy.jpg,12.153087792839914,0.6484412604486698,24.96718210830354
02_outdoor_hazy.jpg,12.957675145703877,0.7107784310992078,18.394603636619355
04_outdoor_hazy.jpg,12.958154104469857,0.5359256170716084,19.320646414685015
05_outdoor_hazy.jpg,20.102227898707888,0.698388106703448,14.191243097316999
06_outdoor_hazy.jpg,20.20959496311381,0.7467081622389508,11.89721097741565
07_outdoor_hazy.jpg,20.63132590157476,0.8610395883925733,14.216038863220996
08_outdoor_hazy.jpg,16.50401671639006,0.6334756628832513,15.463797040155843
09_outdoor_hazy.jpg,16.509357109266382,0.6311482145714814,14.609749693309038
10_outdoor_hazy.jpg,15.374854817346769,0.7849318112859877,15.334892561639448
11_outdoor_hazy.jpg,14.05531269534833,0.6146551869472522,19.05192096012793
12_outdoor_hazy.jpg,15.128095715935295,0.7735575374252631,20.253285580853557
13_outdoor_hazy.jpg,13.831399185834965,0.6692458708109456,27.01335016739604
14_outdoor_hazy.jpg,14.030528584043886,0.7250710873647962,19.24205392010945
15_outdoor_hazy.jpg,15.200351142672863,0.6551900732327626,19.640104202220925
16_outdoor_hazy.jpg,12.982534998698558,0.551938663974637,24.132425771766147
17_outdoor_hazy.jpg,11.750981756008645,0.5559065390752561,28.90239454178346
18_outdoor_hazy.jpg,21.013510373835,0.7602525939122371,10.381939719611811
19_outdoor_hazy.jpg,17.835355698902404,0.8206636130258388,13.591249512473075
20_outdoor_hazy.jpg,15.420065197960135,0.6265234658528928,21.111162136876125
22_outdoor_hazy.jpg,17.949685037540895,0.797338657577706,12.061696584001856
23_outdoor_hazy.jpg,19.290115797317604,0.8928768582251362,9.76319025122902
24_outdoor_hazy.jpg,17.718902982367617,0.758980188584293,15.470858148089905
25_outdoor_hazy.jpg,16.843006755848457,0.6617875435017854,18.74493554095967
26_outdoor_hazy.jpg,11.922167900780476,0.5465721500594052,28.6572815862996
27_outdoor_hazy.jpg,13.624999792400338,0.6329251064891389,20.95386825569877
28_outdoor_hazy.jpg,15.771262461570865,0.6957046637791388,18.173517037486715
29_outdoor_hazy.jpg,14.895927668463614,0.5864611829133702,19.80226096286267
30_outdoor_hazy.jpg,14.93605540702282,0.7484911417601823,18.585106753834328
31_outdoor_hazy.jpg,16.597995187666946,0.8106351448628373,15.921218603242083
32_outdoor_hazy.jpg,13.762058314516104,0.7465836184214921,18.728132284786202
33_outdoor_hazy.jpg,16.583059068683884,0.8014896742725081,16.382028137687
34_outdoor_hazy.jpg,17.77302729697012,0.7826024717731729,14.07339456033023
35_outdoor_hazy.jpg,20.254176891382663,0.9014670436455513,13.793040532177086
36_outdoor_hazy.jpg,19.93816540020974,0.816852563055829,11.815277097033626
37_outdoor_hazy.jpg,17.16129645348961,0.7516151479976148,14.077181905837092
38_outdoor_hazy.jpg,15.451721589888079,0.7736580916305131,21.042049041978593
39_outdoor_hazy.jpg,14.301449856920843,0.6641815918618029,19.501248153354116
40_outdoor_hazy.jpg,15.996214770523721,0.7524786203223498,17.228696563823174
41_outdoor_hazy.jpg,13.560197438848354,0.7351020758975254,21.321335890446772
42_outdoor_hazy.jpg,19.270455821208266,0.7451089068567328,15.001765309896301
43_outdoor_hazy.jpg,18.87991114003234,0.846591335052478,11.284438755695394
44_outdoor_hazy.jpg,13.65311440375134,0.7162531076700339,19.485832410318217
45_outdoor_hazy.jpg,16.111707937429372,0.6393066320901994,19.323622750552975
